Singer,Title,Lyrics
지코,refresh,"두 귀에 손을 포개
눈 감고 앞을 상상해
보통의 삶을 사는 게
어떤 건지 잘 모르겠어
날 데리고 도망가 줘
늘 자유롭고 싶고
혼자이긴 싫어
집 밖을 나서도 닫힌 방 같아
신호라도 주듯이 깜빡이는 불빛
꺼내놓아 툭 Everybody knew
빨간색 하늘과
파란색 바닷가
여름이 담긴 병에
차갑게 땀이 맺혀
Searching for meaning
We all need to refresh
숨죽이며 기다린
날이야 목청껏 외쳐
Let's make it better
Let's kick it together
가끔 놓쳐도 I don't mind
그만큼 가벼워진 걸
춤을 잘 추고 싶다면
조금만 템포를 낮춰
급해서 좋을 게 없어
Time out 여전히 오락가락
짜증 났다가 신이 나 다시
그게 삶의 장단
Hop out out the chair
걱정 마 다음은
아무도 못 가로채
받아들여 너다움을
We can't get back yesterday
하늘 높이 뛰어서 주제넘게
감성 충만한데 시간은 턱없이 부족해
Enjoy your every moment
빨간색 하늘과
파란색 바닷가
여름이 담긴 병에
차갑게 땀이 맺혀
Searching for meaning
We all need to refresh
숨죽이며 기다린
날이야 목청껏 외쳐
Let's make it better
Let's kick it together"
창모(CHANGMO),METEOR,"Yeah, ha
Yeah, ha
Yeah, ha
Yeah, ha
Yeah, ha
Yeah, ha


모두 그에게 말해 또 왔네 (새꺄 whut?)
죽지 않고 왔다 이렇게 (새꺄 뭐?)
Snacky chan의 라인을 빌릴래
했어 예수처럼 이렇게 부활을
031 팔 안쪽의 tatt freaky woah
어젠 시장님이 만나쟤 motown
어수룩해 엄마 속에 걱정
한 톤만큼 쌓고 스물한살에 독립했던 얘는
여섯이 되었고
발견했지 우연히 5년 전의 노트
“정말 스타 되고 싶어
그럴려면 가서 만나면 돼 악마?”
노트를 덮고
거울에 비춰진 남자를 보니 와
저 손목이 너무 부러워
저 금 daydate rollie 넘을걸 천백은 더


전국
사람들이 외치네
저 괴물체는 뭘까?
Meteor
거대 Meteor
난 네게 처박힐 Meteor야

별빛이 내려오지 마구
내려오지
경고 
경고
그래도 처박힐 Meteor야


motown의 1번 노랠 기억해 니들?
뭐였지? 뭐였나? 음 음?
i’m the man in the mirror 그러니 light me up
1절의 그 별이 2절의 그 별이
그래 모두 나였지 실화가 된 동화이지
힘들 때면 홀로 쓴 노래를 불러
환상들을 보던 성냥팔이 소년이였던 나날들이
365, 24, 730, 24에 7
1095 아 그만 세자 1400이 되니 oh
그 애랑도 하고 돔페리뇽이 만든 
숙취 땜에 넋을 놓은 나를 향해 
몇천 명이 ‘와’ 해
본 적은 없지만 때론
어떤 존재가 내 인생을 왔다 간 듯해
그냥 그런 느낌이 들지
상관없어 환상이던 현실이던지 hands up high


전국
사람들이 외치네
저 괴물체는 뭘까?
Meteor
거대 Meteor
난 네게 처박힐 Meteor야

별빛이 내려오지 마구
내려오지
경고 
경고
그래도 처박힐 Meteor야


영 영 영원히
약속해 영원하기로
어둠 가득한 저 뒤로
돌려보내지 말아요 제발 제발
영 영 영원히
난 영원할 거라 믿어
흥분으로 가득차
이 도시에 나 외칠 꺼야
“드디어 내가 여 왔다”"
쿨(COOL),애상,"알잖아 너를 이토록 사랑하며 기다린 나를 
뭐가 그리 바쁜지 너무 보기 힘들어 넌 도대체 뭐하고 다니니

그게 아냐 이유는 묻지마 그냥 믿고 기다려 주겠니 
내게도 사랑을 위한 시간이 필요해 널 받아들일 수 있게

일부러 피하는 거니 (No) 삐삐쳐도 아무 소식 없는 너 
(Oh no) 싫으면 그냥 싫다고 솔직하게 말해봐

말리지마 내 이런 사랑을 너만 보면 미칠 것 같은 이맘을 
누가 알겠어 웨딩드레스 입은 니곁에 다른 사람이

난 두려워 나보다 더 멋진 그런 남자 니가 만날까봐 
아니야 그렇지 않아 정말 너 하나뿐야 속는 셈치고 한번 믿어봐 

Rap
내 눈에는 너무 예쁜 그녀를 자랑스레 친구에게 보여줬지 
그 친구 네게 미안하다며 그녀 얘길 싸그리다 했지 
그녈 만난 많은 남자 중에 내 친구만도 여러 명이야 
말도 안돼 믿을 수 없어 혹시 쌍둥이

우연히 너를 보았지 다른 남자 품안에 너를
한 번도 볼 수 없었던 너무 행복한 미소 내 사랑은 무너져 버렸어 

그게 아냐 변명이 아니라 그 남자는 나와 상관없어
잠시 나 어지러워서 기댄 것뿐이야 날 오해하지 말아줘 나 

나 역시 많은 여자들을 만났다가 헤어져도 봤지만
한꺼번에 많은 여자를 만난 적은 없었어

니가 뭔데 날 아프게 하니 너 때문에 상처 돼버린 내 사랑
이제 다시는 너의 어떤 만남도 나 같은 사랑 없을 걸 

난 두려워 나 역시 다시는 이런 사랑 할 수 없을까봐
믿을 수 없겠지마는 니가 첫사랑인데 떠나버리면 어떡하라고 

사랑까지는 바라지도 않을 게 
네 곁에 항상 있게만 해줘 제발 제발"
태연,Happy,"Happy La La La
Happy La La La
Happy La La La
Happy Happy Happy
계절이 번져와 두드린 꿈일까
그대는 내 귓가에 달콤하게
Tell me baby baby
손꼽아 왔던 밤 널 상상할 때마다
아무도 모르게 미소를 짓곤 해
Thinking about you lately
수없이 기다린 우리의 이 밤이
일 년을 돌고 돌아
내게 와준 기적 같아
오늘 밤 난 Happy 포근한 이 꿈
얼어있던 계절은
너와 내 온기에 녹아들고
그대 품에 안겨 꿈꾸는 멋진 밤
오랜 시간 속
둘만의 소원을 속삭여 봐
함께 있어 난 Happy 영원할 이 꿈
Happy La La La
Happy La La La
Happy La La La
Happy Happy Happy
끝없는 얘기들 멈추고픈 순간들
아쉬워질 듯한 숨결마다
Kiss me baby baby
너만의 온도로 빈틈없이 날 감싸 줘
이 밤 가득한 떨림이
잠들 때까지 Oh I’m crazy
밤새워 속삭인 눈부신 설렘이
그 어떤 장면보다
잊지 못할 선물 같아
오늘 밤 난 Happy 포근한 이 꿈
얼어있던 계절은
너와 내 온기에 녹아들고
그대 품에 안겨 꿈꾸는 멋진 밤
오랜 시간 속
둘만의 소원을 속삭여 봐
함께 있어 난 Happy 영원할 이 꿈
계절이 지나 모든 게 흘러도
변치 않을 이 순간 Promise you
이대로 오늘의
행복한 기억은 녹지 않게
널 보면 난 Happy 깨기 싫은 꿈
따스한 이 사랑은 추억의
한 편에 쌓여가고
그대 품에 안겨 잠이 들 깊은 밤
오랜 시간 속
둘만의 소원을 속삭여 봐
함께 있어 난 Happy 영원할 이 꿈
Happy La La La
Happy La La La
Happy La La La
Happy Happy Happy"
태연,그대라는 시,"언제부터인지 그대를 보면
운명이라고 느꼈던 걸까
밤하늘의 별이 빛난 것처럼
오랫동안 내 곁에 있어요
그대라는 시가 난 떠오를 때마다
외워두고 싶어 그댈 기억할 수 있게
슬픈 밤이 오면 내가 그대를 지켜줄게
내 마음 들려오나요
잊지 말아요
지나가는 계절 속에 내 마음은
변하지 않는단 걸 아나요
그저 바라보는 눈빛 그 하나로
세상을 다 가진 것 같은데
그대라는 시가 난 떠오를 때마다
외워두고 싶어 그댈 기억할 수 있게
슬픈 밤이 오면 내가 그대를 지켜줄게
내 마음 들려오나요
잊지 말아요
꽃이 피고 지는 날이 와도
이것 하나만 기억해줘요
그댈 향한 마음을
언젠가는 우리
멀어질지 몰라도
나는 그대라면 기다릴 수 있을 텐데
시간이 흘러도 내가 이곳에 서 있을게
그대 망설이지 말아요
그때가 오면"
태연,내게 들려주고 싶은 말 (Dear Me),"날 놓아줘
숨 쉴 수 있게
이 스쳐 가는
풍경 속에 자유롭게
노래하듯 나에게도
들려주고 싶은 그 말
I love myself
I trust myself
내겐 없었던 그 말
날 가둬줘
깊은 이 밤에
잠들지 않을
외로움만 남겨둔 채
노래하듯 나에게도
들려주고 싶은 그 말
I love myself
I trust myself
내겐 없었던
길었던 어둠을 견딘 나를 봐
또다시 밤이 와도 숨지 않아
내 곁엔 내가 있어
밝아올 하늘 그 위로
퍼져가는 빛이 되어 난 날아가
언젠가는 나에게도
들려줄 수만 있다면
I love myself
I trust myself
기억해줄래
I trust myself
기억해줘
I love myself
I trust myself
나를 안아줄 그 말"
태연,만약에,"만약에 내가 간다면
내가 다가간다면
넌 어떻게 생각할까
용길 낼 수 없고
만약에 니가 간다면
니가 떠나간다면
널 어떻게 보내야 할지
자꾸 겁이 나는 걸
내가 바보 같아서
바라볼 수 밖에만
없는 건 아마도
외면할지도 모를
니 마음과 또 그래서
더 멀어질 사이가 될까봐
정말 바보 같아서
사랑한다 하지
못하는 건 아마도
만남 뒤에 기다리는 아픔에
슬픈 나날들이
두려워서인가봐
만약에 니가 온다면
니가 다가온다면
난 어떻게 해야만 할지
정말 알 수 없는 걸
내가 바보 같아서
바라볼 수 밖에만
없는 건 아마도
외면할지도 모를
니 마음과 또 그래서
더 멀어질 사이가 될까봐
정말 바보같아서
사랑한다 하지
못하는 건 아마도
만남 뒤에 기다리는 아픔에
슬픈 나날들이
두려워서인가봐
내가 바보 같아서
사랑한다 하지 못하는 건 아마도
만남 뒤에 기다리는 아픔에
슬픈 나날들이
두려워서인가봐"
태연,미치게 보고싶은,"날 모르나요
내가 여기 있는 이유는 그댄데
눈이 시려와
말을 할 수 없네요
혼자서 바라만 볼뿐
이렇게 가슴 끝이 아파도
이렇게 손끝이 떨려도
그대 생각만 나지요
미치게 보고 싶은 사람
미치게 듣고 싶은 너의 한마디
사랑해 사랑해요 그대는 어딨나요
가슴깊이 박힌 그리운 사람 그대
영원히 간직할래요
어떡하나요
차가웠던 그대가
그래도 보고싶어요
이렇게 가슴 끝이 아파도
이렇게 손끝이 떨려도
그댈 잊을 수가 없어
미치게 보고 싶은 사람
미치게 듣고 싶은 너의 한마디
사랑해 사랑해요 그대는 어딨나요
가슴깊이 박힌 그리운 사람
내게 말 해줘요 날 간직 한다고
하얗게 지우면 안돼요
내 전부이니까
미치게 보고 싶은 사람
미치게 듣고 싶은 너의 한마디
사랑해 사랑해요
그대는 어딨나요
가슴깊이 박힌 그리운 사람 그대
영원히 간직할래요
사랑해 사랑해요"
태연,불티 (Spark),"불어 후후
빨간 불티야
내 마음도 너 같아
타오를 듯 위험한
살포시 널 눌러
덮으려 해 봐도
꺼지지 않는 너를
어떻게 해야 하나
여릴 줄만 알았던
그 작은 온기 속
뭐를 감추고 있었니
내 안에 내가 많아
온 밤이 소란한데
혹시 내 말을 들었니
이제 타이밍이야 눈 뜰 새벽이야
불티를 깨워
더 타올라라 후 후후후
꺼지지 않게
붉디붉은 채
더 크게 번져 후 후후
지금 가장 뜨거운
내 안의 작고 작은
불티야 불티야 꺼지지 말고 피어나
불티야 불티야 새벽을 훨훨 날아가
새 불티야 불티야 춤추듯 온몸을 살라
새 불티야 불티야 꺼지지 말고 피어나
이 까만 어둠을
동그라니 밝혀
내 앞을 비추는 너
어디든 갈 수 있어
세찬 바람을 타고
떠올라 내려 보면
우린 이 별의 여행자
어제 길 위의 넌 꿈만 꾸고 있었지
작은 새처럼 작은 새처럼
이제 타이밍이야 너의 시간이야
숨을 불어넣어 불티를 깨워
타올라라 후 후후후
꺼지지 않게
붉디붉은 채
더 크게 번져 후 후후
지금 가장 뜨거운
내 안의 작고 작은
불티야 불티야 꺼지지 말고 피어나
불티야 불티야 새벽을 훨훨 날아가
새 불티야 불티야 춤추듯 온몸을 살라
새 불티야 불티야 꺼지지 말고 피어나
오랜 기다림 너의 시간을 믿어
나를 닮은 너 불티를 깨워
더 타올라라 후 후후후
꺼지지 않게
붉디붉은 채
더 크게 번져 후 후후
지금 가장 뜨거운
더 타올라라 후 후후후
꺼지지 않게
붉디붉은 채
더 크게 번져 후 후후
지금 가장 뜨거운
내 안의 작고 작은
불티야"
태연,사계 (Four Seasons),"사계절이 와 그리고 또 떠나
내 겨울을 주고 또 여름도 주었던
온 세상이던 널 보낼래
정말 너를 사랑했을까
언제야 봄이던가
맞아 그땐 한참 서로가
셰익스피어의 연극 같은
마지막이 될 사랑 마주한 듯
둘밖에 안 보였나 봐
다른 걸 좀 보고파
I gave you the world
너만이 전부라
내 겨울을 주고 또 여름도 주었지
뜨겁고 차갑던 그 계절에
정말 너를 사랑했을까
내가 너를 사랑했을까
서로를 그리워했고
서로를 지겨워하지
그 긴 낮과 밤들이
낡아 녹슬기 전에
우리 다시 반짝이자
또 계절이 바뀌잖아
I gave you the world
너만이 전부라
내 겨울을 주고 또 여름도 주었지
뜨겁고 차갑던 그 계절에
정말 너를 사랑했을까
내가 너를 사랑했을까
가도 돼 뒤돌아볼 때쯤엔 난 없어
우리 꽤 괜찮았어
그거면 된 거야 떠날 때
사계절이 와 그리고 또 떠나
내 겨울을 주고 또 여름도 주었던
온 세상이던 널 보낼래
정말 너를 사랑했을까
내가 너를 사랑했을까
내가 너를 사랑했을까"
태연,스트레스 (Stress),"화가나 왠지 Oh 내 맘 깊숙이
꼭 감춰온 말이 떠올라
머릴 맴도는 널 톡 쏘는 한마딜
내뱉지 못해 나답지 않게
널 둘러싼 모두의 말
Oh Blah Blah Blah
그 누가 봐도 넌 넌
너무 나쁜 남잔데
바보처럼 난 왜 끌린 걸까
Ah 네 진실은 다를 지 몰라
Ah 내 진심을 들려줄까
You got me smoking cigarettes
Im in Stress baby
숨이 꽉 막혀 오잖아
가슴이 두근대
근데 널 떠올릴수록 baby
잠든 내 맘 깨워줘
네가 떠오르는 이 밤에
세상이 깜깜해 질 때
떨리는 이 맘 전할래 Oh
네 곁에서 벗어날 수가 없어
어쩌다 이렇게 끌렸나
치명적인 향기 속 유혹
가빠진 Heartbeat
기묘한 이끌림
거부하기엔 강렬해
가끔씩은 그 흔한 말
Oh Blah Blah Blah
평범한 고백이
그 사랑의 속삭임이
살짝 부럽기도 한 나야
Ah 얼마나 더 기다려주길 바래
Ah 왜 너만 내 맘을 몰라
You got me smoking cigarettes
Im in Stress baby
숨이 꽉 막혀 오잖아
가슴이 두근대
근데 널 떠올릴수록 baby
잠든 내 맘 깨워줘
네가 떠오르는 이 밤에
세상이 깜깜해 질 때
떨리는 이 맘 전할래 Oh
네 곁에서 벗어날 수가 없어
깊어진 밤
네가 머물던 그 자리
깊게 스며든 잔향에
나도 모르게 네 이름 한번 속삭여
내 안에 짙게 베어버린 그림자
또 퍼져나가는 너란 끌림에 나
헤어날 수 없어 난
You got me smoking cigarettes
I'm in Stress baby
나 지금 미칠 것 같아
기분이 또 설레여 왜
널 채워갈수록 baby
점점 더 원하잖아
네가 떠오르는 이 밤에
세상이 모두 잠들 때
애타는 이 맘 전할래 Oh
네 곁에서 벗어날 수가 없어"
태연,제주도의 푸른 밤,"떠나요 둘이서
모든 걸 훌훌 버리고
제주도 푸른 밤 그 별 아래
이제는 더이상
얽매이긴 우리 싫어요
신문에 TV에 월급봉투에
아파트 담벼락보다는
바달 볼수 있는 창문이 좋아요
낑깡밭 일구고 감귤도
우리 둘이 가꿔봐요
정말로 그대가
외롭다고 느껴진다면
떠나요 제주도
푸른 밤 하늘 아래로
떠나요 둘이서
힘들게 별로 없어요
제주도 푸른밤 그 별아래
그동안 우리는
오랫동안 지쳤잖아요
술집에 카페에 많은 사람에
도시의 침묵보다는
바다의 속삭임이 좋아요
신혼부부 밀려와
똑같은 사진 찍기 구경하며
정말로 그대가
재미없다 느껴진다면
떠나요 제주도
푸르메가 살고 있는 곳
도시의 침묵보다는
바다의 속삭임이 좋아요
신혼부부 밀려와
똑같은 사진 찍기 구경하며
정말로 그대가
재미없다 느껴진다면
떠나요 제주도
푸르메가 살고 있는 곳"
